ref_id,authors,published_year,journal,doi,title,abstract,country,country_imputed,country_combined,biome_classified,biome_imputed,biome_combined,spatial_scale,deployment_number,site_number,trap_night,temporal_scale_month,taxonomy_scope,primary_taxonomic_group,scientific_name,species_count_minimum,focal_species_emphasis,focal_species_scientific_name,abundance,occupancy,density,species_distribution,detectability,demographic_rate,population_growth_rate,social_dynamics,group_size,group_composition,age_structure,sex_ratio,space_use_extent,habitat_landscape_use,dispersal,connectivity,within_species_spatial_overlap,behavioral_response_to_factor,diel_activity,behavioral_state_classification,predator_prey_interaction,interspecific_competition,scavenging,herbivory,seed_dispersal,interspecific_temporal_spatial_avoidance,species_richness,diversity_or_evenness,community_composition,trophic_or_functional_structure,human_wildlife_overlap,anthropogenic_disturbance_effect,direct_human_pressure,sampling_method,camera_main,statistical_method_listed,statistical_method_other,study_approach,temporal_design,extraction_confidence
RO3500,"Jachowski, DS; Marneweck, CJ; Olfenbuttel, C; Harris, SN",2024,JOURNAL OF ANIMAL ECOLOGY,10.1111/1365-2656.13916,Support for the size-mediated sensitivity hypothesis within a diverse carnivore community,"1. Carnivore community dynamics are governed by a complex set of often interacting biotic, abiotic and anthropogenic factors that are increasingly volatile as a result of global change. Understanding how these changing conditions influence carnivore communities is urgent because of the important role carnivores play within ecosystems at multiple trophic levels, and the conservation threats that many carnivores face globally.2. While a great deal of research attention has historically been focused on large carnivores within ecosystems, the size-mediated sensitivity hypothesis has recently been proposed where the smallest carnivore in a system is likely to be the most responsive to the diverse suite of ongoing environmental and anthropogenic changes within ecological communities.3. We deployed camera traps at 197 sites over 4 years to monitor a diverse suite of mammalian carnivores within the Blue Ridge Mountains of western North Carolina and then used a two-step occupancy modelling-structural equation modelling framework to investigate the relative support for four primary hypothesized drivers (interspecific competition/predation, habitat complexity, food availability and anthropogenic disturbance) on carnivore occurrence.4. We found that each of the 10 carnivores in our system responded differently to conditions associated with each of these four hypothesized drivers, but that small and medium-sized carnivores had a greater number of significant (p < 0.05) pathways by which these conditions were influencing occupancy relative to large carnivores. In particular, the smallest carnivore observed in our study was the only species for which we found support for each of the four hypothesized drivers influencing occupancy.5. Collectively, our study supports the size-mediated sensitivity hypothesis and suggests that small carnivores are ideal sentinel species for global change. We echo recent calls for adopting a middle-out approach to investigations into carnivore community dynamics by refocusing sustained monitoring and research efforts on smaller carnivores within systems.",United States,NA,United States,NA,temperate_deciduous_forest,temperate_deciduous_forest,regional,NA,197,NA,48,community,mammal,NA,10,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,camera,1,occupancy_model;SEM,NA,observational,longitudinal,95
RO3502,"Chetana, H.C.; Ganesh, T.",2007,Zoo's PrintJ.,10.11609/jott.zpj.1576.2644-7,Survey and activity patterns of nocturnal mammals in a fragmented dry deciduous forest of Karnataka,"We used camera traps to record the presence and activity of nocturnal mammals in the Savandurga state forest, Karnataka during the monsoon and winter seasons. We recorded six species of mammals at the traps over the two seasons. These included among others the Sloth Bear, Leopard, Indian Gerbille and Common Palm Civet. Nocturnal activity was more in winter than in monsoon. There is a high level of human disturbance in the area that appears to influence the activity of animals. (C) ZOO.",India,NA,India,NA,shrubland,shrubland,local,NA,NA,NA,6,multi_species,mammal,Melursus ursinus;Panthera pardus;Tatera indica;Paradoxurus hermaphroditus,6,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,camera,1,NA,NA,observational,cross_sectional,90
RO3503,"de Albuquerque Lima, J.G.; De Andrade Franco, J.L.; de Almeida Cunha, A.; Goncalves da Silva, L.G.; Ismar Silva Santana, M.; Dos Santos Zecchin, A.L.; de Mesquita Nora, F.P.",2025,Front.,10.21664/2238-8869.2025v14i3.7685,"Survey and monitoring of mammals in the Serra do Tombador Natural Heritage Reserve (RPPN), Goias, Brazil.","The Fundacao Grupo Boticario de Protecao a Natureza (Boticario Group Foundation for Nature Protection), an organization associated with the O Boticario cosmetics network, has been engaged for over three decades in initiatives focused on environmental conservation. It manages two Private Natural Heritage Reserves (RPPNs): the Salto Morato Nature Reserve, located in the Atlantic Forest biome, and the Serra do Tombador Nature Reserve (RNST), situated in the Cerrado biome. Both reserves aim to protect critical habitats for threatened species and ecosystems with high biodiversity. At the RNST, wildlife monitoring has been conducted since 2012 through the use of camera traps, with records stored in databases and species identified taxonomically. However, until the present study, these data had not been analyzed from a temporal and spatial perspective. This research aims to assess the data collected on medium- and large-sized mammals between 2012 and 2021, organized into three distinct monitoring phases. The analyses revealed variations in relative abundance indices across the periods, suggesting that changes in management strategies and monitoring objectives over time have influenced the outcomes. The results, which include records of threatened species in all monitoring phases, underscore the importance of well-preserved protected areas-such as the Serra do Tombador Nature Reserve-for the maintenance of medium- and large-sized mammal populations. Furthermore, the study highlights the strategic and complementary role of the private sector in biodiversity conservation in Brazil, particularly through the creation and management of RPPNs, which significantly contribute to the protection of ecosystems and endangered species. (C) 2021 by the authors.",Brazil,NA,Brazil,grassland;rainforest,NA,grassland;rainforest,local,NA,NA,NA,108,community,mammal,NA,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,camera,1,RAI,NA,observational,longitudinal,95
RO3504,"Villablanca, FX; Kofron, CP; Oliver, L; Walgren, MJ; Andreano, LE; Thiel, A",2021,JOURNAL OF FISH AND WILDLIFE MANAGEMENT,10.3996/JFWM-20-022,Survey for Morro Bay Kangaroo Rat: A Rare Mammal of Uncertain Status,"The Morro Bay kangaroo rat Dipodomys heermanni morroensis is a small, nocturnal, burrowing rodent endemic to the vicinity of Morro Bay in San Luis Obispo County, California. It was listed as endangered pursuant to the U.S. Endangered Species Act in 1973. Despite many searches over three decades, the Morro Bay kangaroo rat has not been captured or sighted in the wild since 1986. While recognizing that the Morro Bay kangaroo rat may be extinct, two of us in a previous paper also speculated it may be persisting at extremely low density in isolated colonies and recommended surveying with wildlife scent-detection dogs and baited camera traps. We searched with a wildlife scent-detection dog and baited camera traps in four historically occupied areas and detected no Morro Bay kangaroo rats. Unfortunately, our data combined with all other existing data do not allow us to conclude whether the Morro Bay kangaroo rat is extinct or extant. Essentially, the International Union for the Conservation of Nature international standard has not been met to make a definitive determination of extinction. That is, a species should be considered extinct only when there is no reasonable doubt that the last individual has died. We acknowledge that because of resource limitation we surveyed only a small sample of the numerous patches of habitat in the expansive landscape. Further, we now consider the Morro Bay sand spit (total area 4.35 km(2), foredunes 3.75 km(2)), a peripheral area, as potentially part of the geographic range with suitable habitat, and it has never been searched. Therefore, considering all available information, we conclude that the Morro Bay kangaroo rat must be considered as possibly extant. We recommend that search efforts continue in several specific areas, including the Morro Bay sand spit. If the Morro Bay kangaroo rat still exists, it will be challenging and difficult to rediscover because of its likely low density and patchy distribution in the expansive landscape, combined with its small size, nocturnal nature, and secretive lifestyle.",United States,NA,United States,NA,shrubland,shrubland,local,NA,4,NA,NA,single_species,mammal,Dipodomys heermanni morroensis,1,1,Dipodomys heermanni morroensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,camera,1,NA,NA,observational,NA,85
RO3505,"Nunes, A.V.; Scoss, L.M.; Prado, M.R.; Lessa, G.M.",2013,Check List,10.15560/9.2.240,"Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil","The aim of this study was to survey the species of large and medium-sized terrestrial mammals occurring at Serra do Brigadeiro State Park (SBSP). Data was compiled from two studies carried out in 2008. Data was collected through sand plots and camera traps. Thirteen species were recorded, one that had not been registered before (Leopardus wiedii) and one exotic (Canis lupus familiaris). Species richness estimate for camera trapping was 13.53+/-1.75. For the sand plots, estimate was lower (9+/-1.73 species). The low number of inventories focusing on large and medium-sized terrestrial mammals in the Mantiqueira region of the Atlantic forest and the presence of the domestic dogs within the Park limits emphasizes the need for monitoring programs to identify the major threats to preserved areas in the region. (C) 2013 Check List and Authors.",NA,Brazil,Brazil,NA,rainforest,rainforest,local,NA,NA,NA,NA,community,mammal,Leopardus wiedii;Canis lupus familiaris,13,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,camera;transect,1,NA,NA,observational,NA,85
RO3506,"Petrazzini, PB; Hegel, CGZ; Machado, IO; Ribeiro, MC; Aguiar, LMD",2025,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,10.1080/01650521.2025.2532651,Survey of medium and large mammals and their ecosystem services in a peri-urban park,"Medium and large mammals are crucial for maintaining ecosystem balance by providing essential ecological services. However, these species face significant threats due to human activities. This study, conducted in Bras & iacute;lia National Park (PNB), a peri-urban protected area within the Cerrado biome, aimed to evaluate the richness of medium and large mammal species, their seasonal occurrences, and the ecosystem services they provide. We monitored these mammals using camera traps across two seasons from 2020 to 2022. A total of 25 native species were recorded, five of which are classified as threatened. Additionally, we detected three non-native species, posing potential risks. Our analysis revealed no significant seasonal differences in species richness (p = 0.46), indicating that these mammals persist throughout the year. Tapirus terrestris was the most frequently recorded species, underscoring the park's importance for the conservation of threatened species. Furthermore, we identified ten ecosystem services provided by the recorded mammals, with cultural value, disease surveillance, and seed dispersal being the most frequently observed. This study underscores the urgent need for conservation efforts in PNB to safeguard its unique mammalian diversity and associated ecosystem services. Continued monitoring is essential for understanding and mitigating the threats faced by Cerrado biodiversity.",Brazil,NA,Brazil,grassland,NA,grassland,local,NA,NA,NA,24,community,mammal,Tapirus terrestris,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,camera,1,glm,NA,observational,longitudinal,95
RO3507,"Boas, AHV; Verissimo, I; Novaes, RLM; Cupolillo, G; de Andreazzi, CS; Costa-Neto, SF; Moratelli, R",2022,BIODIVERSITY DATA JOURNAL,10.3897/BDJ.10.e82139,"Survey of medium- and large-sized mammals in Atlantic Forest remnants of Conceicao dos Ouros, Minas Gerais, Brazil","Conceicao dos Ouros is located in the Mantiqueira mountain range (elevation: 831-1443 m a.s.l.), State of Minas Gerais, southeast Brazil. The largest two Atlantic Forest remnants of the Municipality of Conceicao dos Ouros total more than 2,000 ha and the main vegetation type is seasonal semi-deciduous forest, isolated by a matrix of agricultural fields and pasture. The Municipality does not have any protected areas and is located in a highly fragmented region, albeit considered of special importance for the conservation of terrestrial vertebrates in the State of Minas Gerais. Due to a cooperation with the Municipality of Conceicao dos Ouros to carry out a survey of the local biodiversity, in this study we present the results of the survey of medium-and large-sized terrestrial mammals from the two forest remnants in the region. Sampling was performed from July 2019 to August 2021 and comprised a camera trap survey, active searching including direct (e.g. carcass sightings) and indirect (e.g. footprints and faeces) evidence of species presence and interviews with residents. Twenty-nine native and two non-native species were documented. Ten species are in some category of threat of extinction at regional, national or global levels. This is the first survey of the terrestrial mammal fauna in the area of Conceicao dos Ouros and results could be helpful in designing conservation strategies at the local scale.",Brazil,NA,Brazil,rainforest,NA,rainforest,local,NA,NA,NA,25,community,mammal,NA,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,camera;other;transect,1,NA,NA,observational,longitudinal,95
RO3508,"Costa, A.R.C.; Passamani, M.; Da Cunha, R.G.T.",2019,Check List,10.15560/15.1.209,"Survey of medium-sized and large mammals in semideciduous Atlantic Forest patches near Alfenas, southern Minas Gerais, Brazil","We surveyed, with the aid of camera traps, medium-sized and large terrestrial mammals in 8 patches of semideciduous Atlantic Forest near the city of Alfenas, Minas Gerais, Brazil. We recorded species occurrence using 2 camera traps per fragment, which were simultaneously active for 2 months each. We recorded 16 species, plus a species of armadillo that we were unable to identify to genus. The rarefaction curve tended to stabilize, evidencing the efficacy of our methods. The species richness was similar or higher to other surveys carried out in remnants of seasonal semideciduous Atlantic Forest or transitional areas. However, such seemingly high richness in a severely degraded and fragmented region, including large carnivores and endangered species, hides a wide variation in richness among fragments. This calls for urgent actions to improve the landscape for these animals to ensure their survival in the long term, as some populations are probably not viable in the long run. (C) Costa et al.",Brazil,NA,Brazil,temperate_deciduous_forest,NA,temperate_deciduous_forest,local,16,8,NA,2,community,mammal,NA,16,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,camera,1,NA,NA,observational,cross_sectional,95
RO3509,"Beal, MRW; Matzinger, PJ; Saborio-R, G; Bristan, JN; Olson, ER",2020,CHECK LIST,10.15560/16.4.939,"Survey of medium-sized and large mammals of Piedras Blancas National Park, Costa Rica","Piedras Blancas National Park, in southern Costa Rica, is an important component of two biological corridors connecting the Osa Peninsula (Corcovado National Park) and La Amistad International Park. Understanding the mammal community composition of Piedras Blancas will provide baseline data to evaluate the success of conservation efforts. We used camera traps and opportunistic observations to describe the medium-sized and large mammals of the park. We deployed camera traps for 1,440 trap nights (2016-2018). We detected 19 mammal species from seven orders and 13 families. Five species are globally threatened: Leopardus wiedii (Schinz, 1821), Saimiri oerstedii (Linnaeus, 1758), Ateles geoffroyi (Kuhl, 1820), Alouatta palliata (Gray, 1849), and Tapirus bairdii (Gill, 1865). We did not detect two locally threatened species, Panthera onca (Linnaeus, 1758) and Tayassu pecari (Link, 1795). Our research highlights a need for critical conservation work within the proposed biological corridor to support Costa Rica's most threatened wildlife.",Costa Rica,NA,Costa Rica,NA,rainforest,rainforest,local,NA,NA,1440,36,community,mammal,Leopardus wiedii;Saimiri oerstedii;Ateles geoffroyi;Alouatta palliata;Tapirus bairdii;Panthera onca;Tayassu pecari,19,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,camera,1,NA,NA,observational,cross_sectional,95
RO3510,"Pires, T.A.; de Barros Silva, J.A.; Zanoni, M.A.; Rocha, V.J.; Rincao, M.P.; Rodrigues, D.R.",2024,Oecol. Aus.,10.4257/oeco.2024.2804.06,SURVEY OF NON-FLYING MAMMALS IN A SEMI-DECIDUOUS SEASONAL FOREST FRAGMENT AT SAO FRANCISCO FOREST STATE PARK,"The Atlantic Forest is a highly diverse biome due to its significant geographical variation in latitude, longitude, and altitude. Mammals are particularly susceptible to habitat fragmentation. Surveys of these group in forest fragments essential for conservation efforts. Surveys of non-flying mamals provide critical data on biodiversity, aiding in the protection and management of species and their habitats. To assess the richness of non-flying mammals in the Sao Francisco Forest Conservation Unit, we used direct observation methods and camera traps. The study began in early 2022 and was concluded in September 2023. We recorded 24 native species and two exotic species. Four species found are vulnerable to extinction: Herpailurus yagouaroundi, Leopardus guttulus, Leopardus wiedii, and Alouatta guariba clamitans. Notably, the most frequently recorded species was the exotic Sus scrofa (37% of records), followed by native species Dicotyles tajacu (18%), Didelphis albiventris, and Nasua nasua (both around 7%). The low richness can be attributed to factors like habitat fragmentation, historical anthropogenic impacts and the size and degree of isolation of the Conservation Unit. These findings include significant new records for the region, such as Dicotyles tajacu, which had not been documented in this fragment previously. However, the high frequency of the invasive species Sus scrofa poses a concerning impact on local biodiversity. This study highlights the fragment's critical importance for maintaining the biodiversity of non-flying mammals in the Atlantic Forest biome. (C) 2024, Universidade Federal do Rio de Janeiro. All rights reserved.",Brazil,NA,Brazil,rainforest,NA,rainforest,local,NA,NA,NA,21,community,mammal,Herpailurus yagouaroundi;Leopardus guttulus;Leopardus wiedii;Alouatta guariba clamitans;Sus scrofa;Dicotyles tajacu;Didelphis albiventris;Nasua nasua,26,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,camera;other,1,NA,NA,observational,cross_sectional,95
RO3512,"Lamelas-Lopez, L; Borges, PAV",2023,BIODIVERSITY DATA JOURNAL,10.3897/BDJ.11.e103270,Surveying Cory Shearwater colonies with camera traps and identifying potential invasive nest predators,"BackgroundThe Azores holds the largest population of Cory's shearwater Calonectris borealis (Cory, 1881) (Aves, Procellariiformes, Procellariidae) in the world. One of the major threats of this species in the Azores is the predation by invasive mammals, which were introduced during European colonisation of the islands.The present study provides a dataset from a camera-trapping survey performed in colonies of Cory's shearwater. The sampling was conducted between 7 April and 23 October 2019, covering the entire breeding season, in three colonies of the Terceira Island (Azores). A total of 32 nests were sampled using motion-triggered cameras. The aims of this study are to provide information about the ecological patterns of the Cory shearwater and to identify potential nest predators.New informationOur results include a total of 6972 records of 15 species (nine species of birds, five of mammals and one reptile), of which 5414 records are of Cory's shearwater, 478 of potential mammal predators and 1080 of another vertebrate species. Information about the biology of the species is also provided, as species circadian behaviour and habitat description.",Portugal,NA,Portugal,NA,NA,NA,local,32,3,NA,7,single_species,bird,Calonectris borealis,15,1,Calonectris borealis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,camera,1,NA,NA,observational,cross_sectional,95
RO3514,"Humphries, TST; Ransom, JI; Parsons, MA; Lewis, JC; Chestnut, T; Werntz, DO; Whiteside, DP; Brodie, JF",2025,JOURNAL OF WILDLIFE MANAGEMENT,10.1002/jwmg.70137,Survival of reintroduced fishers among differing sympatric predator and prey assemblages,"For many wildlife species, reintroduction is necessary to re-establish populations in areas of their historical range where they have been extirpated, but reintroduction efforts are often expensive, time-consuming, and unsuccessful. A more complete understanding of the factors affecting restoration success is important for responsible stewardship and optimizing outcomes. Fishers (Pekania pennanti) are a commonly reintroduced carnivore in North America, but differences in predator and prey assemblages among release sites may contribute to variation in the success rates of such efforts. We examined how predator and prey occurrence and relative abundance influenced survival rates in reintroduced fisher populations in the southern and northern Cascade Mountains, Washington, USA. We compared survival rates from telemetry data between the 2 areas and used independent detections of prey and predators at 190 remote camera stations to assess how sympatric species related to near-term (1-2 years post-release) fisher survival. We released 81 fishers, of mixed age and sex (majority <= 2 years old), into the South Cascades between December 2015 and January 2020 and released 89 fishers into the North Cascades between December 2018 and February 2020. Using radio-telemetry data, we estimated 365-day post-release survival as 0.65 (95% CI = 0.54-0.79) in the South Cascades and 0.31 (0.21-0.48) in the North Cascades. The relative abundance of important fisher prey species was significantly higher in the South than in the North; notably, snowshoe hares (Lepus americanus) were detected at a rate of 5.11 (+/- 0.86 SE)/100 trap nights in the South versus 1.13 (+/- 0.25)/100 trap nights in the North. Relative abundance of potential fisher predators did not differ significantly between study areas. Our findings are consistent with the survival of reintroduced fishers being affected by differences in prey assemblages across release sites, though other differences between the sites may also play a role in fisher survival. Future reintroduction efforts may benefit from preliminary assessment of prey abundance prior to release site selection.",United States,NA,United States,NA,coniferous_forest,coniferous_forest,regional,NA,190,NA,62,single_species,mammal,Pekania pennanti,1,1,Pekania pennanti,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,camera;focal_GPS,1,glmm,NA,observational,longitudinal,95
RO3515,"Melo-Dias, M; Ribeiro, LG; Queiroz, JF; Penhacek, M; Custodio, RJ; Rodrigues, DD; Rosa, C",2025,AUSTRAL ECOLOGY,10.1111/aec.70088,Surviving in the Amazon Arc of Deforestation: Richness and Defaunation of Mammals in Priority-Protected Areas of the Brazilian Midwest,"The Amazon is recognised as one of the most conserved tropical rainforests in the world. However, along its peripheral agricultural frontiers, mammal assemblages are gradually being eroded due to deforestation of this large area known as the Arc of Deforestation, particularly along the Amazon's southeast. In this study, we aimed to expand on the knowledge of richness, composition, and defaunation of mammal assemblages in two priority protected areas for biodiversity in the region: Cristalino State Park (hereafter Cristalino) and Xingu State Park (hereafter Xingu). We used camera traps and line transects for data collection between 2020 and 2021. Our results demonstrated that both protected areas support rich assemblages of medium- and large-sized mammals within the south-central Amazon (Cristalino-32 species, Xingu-30 species). Due to the differing vegetation types between each park, the two mammal assemblages showed significant differences in species composition. Even with one of the highest biomasses of large ungulates (tapir and brocket deer) and apex predators (jaguar and puma) compared to other protected areas in south-central Amazon, both areas showed a high biomass defaunation index relative to these same areas. The result is largely driven by the low abundance of peccaries, especially Tayassu pecari. This could be one of the impacts of extensive human pressure caused by deforestation and degradation around and inside these protected areas. Both parks play an important role in the survival of threatened mammals, and in maintaining biodiversity and ecosystem functionality in the southern Amazon, helping to curb agricultural expansion into the interior of the Amazon rainforest.A Amaz & ocirc;nia & eacute; reconhecida como uma das florestas tropicais mais bem preservadas do mundo. No entanto, ao longo de suas fronteiras agr & iacute;colas, as assembleias de mam & iacute;feros est & atilde;o sendo gradualmente erodidas devido ao desmatamento dessa grande regi & atilde;o conhecida como Arco do Desmatamento, particularmente ao longo do sudeste amaz & ocirc;nico. Neste estudo, nosso objetivo foi ampliar o conhecimento sobre a riqueza, a composi & ccedil;& atilde;o e a defauna & ccedil;& atilde;o dos mam & iacute;feros em duas unidades de conserva & ccedil;& atilde;o priorit & aacute;rias para a biodiversidade na regi & atilde;o: o Parque Estadual do Cristalino e o Parque Estadual do Xingu. Usamos armadilhas fotogr & aacute;ficas e transectos lineares para a coleta de dados entre 2020 e 2021. Nossos resultados demonstraram que ambas as unidades de conserva & ccedil;& atilde;o apresentam assembleias de mam & iacute;feros de m & eacute;dio e grande porte ricas em esp & eacute;cies no centro-sul da Amaz & ocirc;nia (Cristalino - 32 esp & eacute;cies, Xingu - 30 esp & eacute;cies). Devido aos diferentes tipos de vegeta & ccedil;& atilde;o de cada parque, as duas assembleias de mam & iacute;feros apresentaram diferen & ccedil;as significativas na composi & ccedil;& atilde;o de esp & eacute;cies. Mesmo com uma das maiores biomassas de grandes ungulados (anta e veado-mateiro) e predadores de topo (on & ccedil;a-pintada e on & ccedil;a-parda) em compara & ccedil;& atilde;o com outras unidades de conserva & ccedil;& atilde;o no centro-sul da Amaz & ocirc;nia, ambas as & aacute;reas apresentaram um alto & iacute;ndice de defauna & ccedil;& atilde;o de biomassa em rela & ccedil;& atilde;o a essas mesmas & aacute;reas. Este resultado, em grande parte, & eacute; causado pela baixa abund & acirc;ncia de pecar & iacute;deos, especialmente Tayassu pecari. Esse pode ser um dos impactos da extensa press & atilde;o humana causada pelo desmatamento e pela degrada & ccedil;& atilde;o ao redor e dentro dessas unidades de conserva & ccedil;& atilde;o. Ambos os parques desempenham um papel importante na sobreviv & ecirc;ncia de mam & iacute;feros amea & ccedil;ados de extin & ccedil;& atilde;o e na manuten & ccedil;& atilde;o da biodiversidade e funcionalidade do ecossistema no centro-sul amaz & ocirc;nico, ajudando a conter a expans & atilde;o agr & iacute;cola para o interior da Floresta Amaz & ocirc;nica.",Brazil,NA,Brazil,rainforest,NA,rainforest,local,NA,NA,NA,24,community,mammal,Tayassu pecari,32,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,camera;transect,1,other,biomass defaunation index,observational,longitudinal,95
RO3516,"Zortea, M.; Silva, D.A.; Calaca, A.",2018,Iheringia Ser. Zool.,10.1590/1678-4766E2018037,Susceptibility of targets to the vampire bat desmodus rotundus are proportional to their abundance in atlantic forest fragments?,"Desmodus rotundus (E. Geoffroy, 1810) feeds preferably on mammal blood, including livestock animals, such as bovine cattle. In spite of using native preys in the wild, records of this feeding activity are scarce. In the present study, we investigated the foraging activity of D. rotundus based on video footage from camera traps in Atlantic Forest fragments in southern Goias State, Brazil. Out of 23 mammal species recorded in the study area, four had interactions with Desmodus rotundus (Priodontes maximus, Tapirus terrestris, Mazama americana and Pecari tajacu). The records were obtained from early night to sunrise. There was a correlation between abundance of potential preys and the choice of the target by D. rotundus. Most of the bat-prey interaction occurred on the edge of fragments. The present study records for the first time the potential use of the collared peccary (P. tajacu) and the giant armadillo (P. maximus) in the diet of D. rotundus. (C) 2018, Fundacao Zoobotanica do Rio Grande do Sul. All rights reserved.",Brazil,NA,Brazil,rainforest,NA,rainforest,local,NA,NA,NA,NA,multi_species,mammal,Desmodus rotundus;Priodontes maximus;Tapirus terrestris;Mazama americana;Pecari tajacu,5,1,Desmodus rotundus,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,camera,1,glm,NA,observational,NA,95
RO3517,"Mahabale, D; Bodmer, R; Pizuri, O; Uraco, P; Chota, K; Antunez, M; Groombridge, J",2025,SUSTAINABILITY,10.3390/su17030914,Sustainability of Hunting in Community-Based Wildlife Management in the Peruvian Amazon,"Conservation strategies that use sustainable use of natural resources through green-labelled markets generally do not recognize the legal sale of wild meat as appropriate due to potential overexploitation and zoonotic disease risks. Wildlife hunting is important to the livelihoods of rural communities living in tropical forests for protein and income. Wildlife management plans in the Peruvian Amazon permit hunting of wild meat species for subsistence and sale at sustainable levels, that include peccaries, deer, and large rodents. These species have fast reproduction making them less vulnerable to overhunting than other species. This study assessed the sustainability of a wildlife management plan. Populations of species were estimated using camera traps and distance transect surveys, and sustainability analysis used hunting pressure from community hunting registers. Interviews were conducted to understand hunters, perceptions of the management plan. Long-term time-series showed increases in collared peccary (3.0 individual/km2 to 5.41 individual/km2) and white-lipped peccary (3.50 individual/km2 to 7.00 individual/km2) populations and short-term time series showed a decline in paca populations from 8.5 individual/km2 to 3.01 individual/km2. The unified harvest analysis showed permitted species populations were greater than 60% of their carrying capacities and hunted at less than 40% of their production, which shows sustainable hunting. The wildlife management plan achieved its general objective of sustainable hunting and improving livelihoods. The broader question is whether sustainable wildlife use plans that allow Amazonian communities to sell limited amounts of wild meat can be a way to change illegal wild meat trade to a legal, green labelled trade with added value.",Peru,NA,Peru,rainforest,NA,rainforest,local,NA,NA,NA,NA,multi_species,mammal,Tayassu pecari;Pecari tajacu;Cuniculus paca,3,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,camera;transect,1,other,unified harvest analysis,observational,longitudinal,95
